iteration,id,juris,workflow,status,name,global,entity_types
298,64a894a12074170d62ddc2fc,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Amendments'],pdf,RE-508 Demande d'annulation des statuts,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
299,64d2bcd90a92ac0d6026ea50,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]","['Amendments', 'Change of Company Name']",pdf,Form 4004 - Articles of Amendment,True,['Not-for-profit Organization']
300,64d53b7d8d1a3b11350cb298,"[{'country': 'Canada', 'name': 'Manitoba - Canada', 'region': 'Manitoba'}]",['Organizational'],pdf,Restated Articles of Incorporation (Share Capital),True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
301,64d53f94ef6bba0b5f5ac94b,"[{'country': 'Canada', 'name': 'Manitoba - Canada', 'region': 'Manitoba'}]",['Change of Shared Address'],pdf,Change of Registered Office,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
302,64d552e4ba85b8066bc82424,"[{'country': 'Canada', 'name': 'Alberta - Canada', 'region': 'Alberta'}]",['Change of Profile Address'],pdf,Notice of Change of Extra-Provincial Corporation Head Office,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
303,64d5575e10144c1231f917d7,"[{'country': 'Canada', 'name': 'Yukon - Canada', 'region': 'Yukon'}]",['Change of principals'],pdf,Form 33 Notice of Change of Directors and Directors Addresses,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
304,64d55bf75dd84411343c40b6,"[{'country': 'Canada', 'name': 'Alberta - Canada', 'region': 'Alberta'}]",['Merge / Amalgamate'],pdf,REG3072 Statement of Extra-provincial Amalgamation (standard),True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
305,64da52e15a817f30dbebf47b,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]",['Revival'],pdf,Form 4015 - Articles of Revival,True,['Not-for-profit Organization']
306,64da52e1c70ec235f6d3ac3e,"[{'country': 'Canada', 'name': 'Canada (Federal)', 'region': 'Canada (Federal)'}]",['Merge / Amalgamate'],pdf,Form 4009 - Articles of Amalgamation,True,['Not-for-profit Organization']
307,64dd42f15a817f30dbecef90,"[{'country': 'Canada', 'name': 'British Columbia - Canada', 'region': 'British Columbia'}]",['Change of Shared Address'],pdf,Form 2 - Address Change,True,"['Company', 'Corporation']"
308,650496466b9ae40d665fe8aa,"[{'country': 'USA', 'name': 'Delaware - United States of America (USA)', 'region': 'Delaware'}]",['Formation'],pdf,Certificate of Formation of a Limited Liability Company,True,['Limited Liability Company']
309,65049832d312130d61f4e98f,"[{'country': 'Canada', 'name': 'Manitoba - Canada', 'region': 'Manitoba'}]","['Change of Company Name', 'Continuance', 'Formation', 'Merge / Amalgamate']",pdf,Request for Name Reservation,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
310,6578a58ef32998102dfa1173,"[{'country': 'USA', 'name': 'Illinois - United States of America (USA)', 'region': 'Illinois'}]",['Annual Compliance'],pdf,Annual Report,True,"['Company', 'Corporation', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership']"
311,658478d543dea9102ac03184,"[{'country': 'USA', 'name': 'Illinois - United States of America (USA)', 'region': 'Illinois'}]",['Annual Compliance'],pdf,Assumed Name Renewal Application,True,"['Company', 'Corporation', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership']"
312,65847932ed8e561024c1cc05,"[{'country': 'USA', 'name': 'Illinois - United States of America (USA)', 'region': 'Illinois'}]",['Annual Compliance'],pdf,Renewal of a Registered Name,True,"['Company', 'Corporation', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership']"
313,6584798743dea9102ac03268,"[{'country': 'USA', 'name': 'Illinois - United States of America (USA)', 'region': 'Illinois'}]",['Annual Compliance'],pdf,Renewal Statement of Domestic Limited Liability Partnership,True,"['Company', 'Corporation', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership']"
314,658479e6ed8e561024c1d01a,"[{'country': 'USA', 'name': 'Illinois - United States of America (USA)', 'region': 'Illinois'}]","['Annual Compliance', 'Registration Compliance']",pdf,Renewal Statement of Foreign Limited Liability Partnership,True,"['Company', 'Corporation', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership']"
315,65847a9a43dea9102ac03340,"[{'country': 'USA', 'name': 'Illinois - United States of America (USA)', 'region': 'Illinois'}]","['Annual Compliance', 'Registration Compliance']",pdf,Foreign Corporation Annual Report,True,"['Company', 'Corporation', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership']"
316,6584a7cded8e561024c20e08,"[{'country': 'USA', 'name': 'Illinois - United States of America (USA)', 'region': 'Illinois'}]",['Formation'],pdf,Statement of Partnership Authority,True,"['General Partnership', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership']"
317,6584b13aed8e561024c2125c,"[{'country': 'USA', 'name': 'Illinois - United States of America (USA)', 'region': 'Illinois'}]",['Registration Compliance'],pdf,Registration or Renewal of Name (Foreign),True,"['Company', 'Corporation', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership']"
318,6584b7cded8e561024c21504,"[{'country': 'USA', 'name': 'Illinois - United States of America (USA)', 'region': 'Illinois'}]",['Change of Company Name'],pdf,Reservation or Transfer of Name,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
319,6584b9b943dea9102ac0a5ab,"[{'country': 'USA', 'name': 'Illinois - United States of America (USA)', 'region': 'Illinois'}]",['Registration Compliance'],pdf,"Application to Adopt an Assumed Name, Change, Cancel Assumed Name",True,"['Company', 'Corporation', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership']"
320,6584bbf343dea9102ac0a5e6,"[{'country': 'USA', 'name': 'Illinois - United States of America (USA)', 'region': 'Illinois'}]",['Annual Compliance'],pdf,Domestic Foreign Corporation Annual Report,True,['Not-for-profit Organization']
321,65a9901174f18c482f87501f,"[{'country': 'USA', 'name': 'Illinois - United States of America (USA)', 'region': 'Illinois'}]",['Formation'],pdf,Statement of Foreign Qualification,True,"['Company', 'Corporation', 'Partnership', 'General Partnership', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership']"
322,65a9906774f18c482f87507f,"[{'country': 'USA', 'name': 'Illinois - United States of America (USA)', 'region': 'Illinois'}]","['Registration Compliance', 'Formation']",pdf,Certificate of Designation,True,"['Company', 'Corporation', 'Limited Liability Company']"
323,65a990ae74f18c482f8750a0,"[{'country': 'USA', 'name': 'Illinois - United States of America (USA)', 'region': 'Illinois'}]",['Formation'],pdf,Certificate of Limited Partnership,True,"['Partnership', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership']"
324,65a9911f25c3244829fa12b7,"[{'country': 'USA', 'name': 'Illinois - United States of America (USA)', 'region': 'Illinois'}]","['Registration Compliance', 'Formation']",pdf,Application for Authority to Conduct Affairs in Illinois,True,"['Company', 'Corporation', 'Limited Liability Company', 'Not-for-profit Organization']"
325,65a9946125c3244829fa142a,"[{'country': 'USA', 'name': 'Illinois - United States of America (USA)', 'region': 'Illinois'}]",['Formation'],pdf,Application for Certificate of Authority,True,"['Company', 'Corporation', 'Partnership', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership']"
326,65a994b825c3244829fa1430,"[{'country': 'USA', 'name': 'Illinois - United States of America (USA)', 'region': 'Illinois'}]",['Formation'],pdf,Application for Reservation of Name,True,"['Company', 'Corporation', 'Partnership', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership']"
327,65a9955025c3244829fa143d,"[{'country': 'USA', 'name': 'Illinois - United States of America (USA)', 'region': 'Illinois'}]",['Formation'],pdf,Articles of Incorporation,True,"['Company', 'Corporation', 'Limited Liability Company', 'Not-for-profit Organization']"
328,65a9959525c3244829fa1444,"[{'country': 'USA', 'name': 'Illinois - United States of America (USA)', 'region': 'Illinois'}]",['Organizational'],pdf,Secretary of State Articles of Organization,True,"['Company', 'Corporation', 'Limited Liability Company']"
329,65cbeb81ea04fa0f59978d63,"[{'country': 'USA', 'name': 'Delaware - United States of America (USA)', 'region': 'Delaware'}]",['Annual Compliance'],pdf,Limited Liability Partnership Annual Report,True,"['Partnership', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership']"
330,65cbeb82ea04fa0f59978d65,"[{'country': 'USA', 'name': 'Delaware - United States of America (USA)', 'region': 'Delaware'}]",['Registration Compliance'],pdf,Foreign Limited Liability Partnership Annual Report,True,"['Company', 'Corporation', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership']"
331,65cbeb826707c70f558fb093,"[{'country': 'USA', 'name': 'Delaware - United States of America (USA)', 'region': 'Delaware'}]",['Annual Compliance'],pdf,Limited Liability Limited Partnership Annual Report,True,"['Partnership', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership']"
332,660f21a45214419589ef365d,"[{'country': 'Canada', 'name': 'Alberta - Canada', 'region': 'Alberta'}]",['Registration Compliance'],pdf,REG3057 Declaration for Ceasing use of a Trade Name for Alberta,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
333,6716a43477f4d6caa558b7ca,"[{'country': 'Canada', 'name': 'Quebec - Canada', 'region': 'Quebec'}]",['Dissolve'],pdf,RE-803 Avis de dissolution Personne morale,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
